src_ip,dst_ip,dst_port,proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,label,type
192.168.1.30,192.168.1.152,76,tcp,-,0.000314,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,76,tcp,-,0.000329,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,76,tcp,-,0.000352,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,76,tcp,-,0.000586,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,76,tcp,-,0.004294,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,76,tcp,-,0.006592,0,0,REJ,0,1,40,7,280,1,dos
192.168.1.30,192.168.1.152,76,tcp,-,0.006743,0,0,REJ,0,3,120,3,120,1,dos
192.168.1.30,192.168.1.152,76,tcp,-,0.010774,0,0,REJ,0,6,240,6,240,1,dos
192.168.1.30,192.168.1.152,76,tcp,-,0.02158,0,0,REJ,0,10,400,4,160,1,dos
192.168.1.30,192.168.1.152,76,tcp,-,0.02511,0,0,REJ,0,8,320,8,320,1,dos
192.168.1.30,192.168.1.152,76,tcp,-,0.030077,0,0,REJ,0,5,200,7,280,1,dos
192.168.1.30,192.168.1.152,76,tcp,-,0.040133,0,0,REJ,0,9,360,9,360,1,dos
192.168.1.30,192.168.1.152,76,tcp,-,0.040712,0,0,REJ,0,7,280,7,280,1,dos
192.168.1.30,192.168.1.152,76,tcp,-,0.048329,0,0,REJ,0,4,160,4,160,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,1e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,2e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,3e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,4e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,9e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,1e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,1.1e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,1.2e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,1.3e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,1.4e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,1.5e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,1.6e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,1.7e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,1.8e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,3e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,4.1e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,4.3e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,5.2e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,6e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,0.000123,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,0.000133,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,0.000134,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,0.000136,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,0.000138,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,0.000159,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,0.00016,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,0.000203,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,0.000208,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,0.000228,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,0.000236,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,0.000292,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,0.000299,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,0.00031,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,0.000481,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,76,tcp,-,0.008964,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.1,53,udp,dns,0.001784,35,67,SF,0,1,63,1,95,1,dos
192.168.1.30,192.168.1.1,53,udp,dns,0.004041,37,53,SF,0,1,65,1,81,1,dos
192.168.1.30,192.168.1.1,53,udp,dns,0.013027,35,67,SF,0,1,63,1,95,1,dos
192.168.1.30,176.28.50.165,76,tcp,-,3e-06,0,0,REJ,0,2,80,1,40,1,dos
192.168.1.30,176.28.50.165,76,tcp,-,4e-06,0,0,REJ,0,2,80,1,40,1,dos
192.168.1.30,176.28.50.165,76,tcp,-,5e-06,0,0,REJ,0,2,80,1,40,1,dos
192.168.1.30,176.28.50.165,76,tcp,-,6e-06,0,0,REJ,0,2,80,2,80,1,dos
192.168.1.30,176.28.50.165,76,tcp,-,8e-06,0,0,REJ,0,4,160,1,40,1,dos
192.168.1.30,176.28.50.165,76,tcp,-,9e-06,0,0,REJ,0,2,80,1,40,1,dos
192.168.1.30,176.28.50.165,76,tcp,-,9e-06,0,0,REJ,0,4,160,1,40,1,dos
192.168.1.30,176.28.50.165,76,tcp,-,1.8e-05,0,0,REJ,0,8,320,1,40,1,dos
192.168.1.30,176.28.50.165,76,tcp,-,0.00126,0,0,REJ,0,12,480,1,40,1,dos
192.168.1.30,176.28.50.165,76,tcp,-,0.00777,0,0,REJ,0,4,160,1,40,1,dos
192.168.1.30,176.28.50.165,76,tcp,-,0.017518,0,0,REJ,0,14,560,1,40,1,dos
192.168.1.30,176.28.50.165,76,tcp,-,0.03637,0,0,REJ,0,12,480,1,40,1,dos
192.168.1.30,176.28.50.165,76,tcp,-,0.321857,0,0,REJ,0,106,4240,1,40,1,dos
192.168.1.30,192.168.1.152,76,tcp,-,2e-05,0,0,REJ,0,5,200,5,200,1,dos
192.168.1.31,192.168.1.1,53,udp,dns,0.002152,37,53,SF,0,1,65,1,81,1,dos
192.168.1.31,192.168.1.1,53,udp,dns,0.00228,37,53,SF,0,1,65,1,81,1,dos
192.168.1.31,192.168.1.1,53,udp,dns,0.002284,35,67,SF,0,1,63,1,95,1,dos
192.168.1.39,18.195.161.8,75,tcp,-,0.372788,0,0,S0,0,198,7920,0,0,1,dos
192.168.1.39,192.168.1.190,75,tcp,-,0.379204,0,0,S0,0,100,4000,0,0,1,dos
192.168.1.39,192.168.1.193,75,tcp,-,0.457595,0,0,S0,0,93,3720,0,0,1,dos
192.168.1.39,192.168.1.194,75,tcp,-,0.420777,0,0,S0,0,89,3560,0,0,1,dos
192.168.1.39,192.168.1.195,75,tcp,-,0.495489,0,0,S0,0,95,3800,0,0,1,dos
192.168.1.39,192.168.1.152,75,tcp,-,0.438503,0,0,S0,0,98,3920,0,0,1,dos
192.168.1.39,192.168.1.184,75,tcp,-,0.519404,0,0,S0,0,100,4000,0,0,1,dos
192.168.1.30,192.168.1.1,53,udp,dns,0.003296,35,67,SF,0,1,63,1,95,1,dos
192.168.1.30,192.168.1.1,53,udp,dns,1.7e-05,37,53,SF,0,1,65,1,81,1,dos
192.168.1.30,192.168.1.1,53,udp,dns,1e-06,37,53,SF,0,1,65,1,81,1,dos
192.168.1.30,35.156.66.156,77,tcp,-,0.457538,0,0,S0,0,200,8000,0,0,1,dos
192.168.1.31,192.168.1.1,53,udp,dns,0.006484,35,67,SF,0,1,63,1,95,1,dos
192.168.1.31,192.168.1.1,53,udp,dns,0.003792,37,53,SF,0,1,65,1,81,1,dos
192.168.1.31,192.168.1.1,53,udp,dns,0.001764,35,67,SF,0,1,63,1,95,1,dos
192.168.1.39,176.28.50.165,75,tcp,-,0.476721,0,0,S0,0,194,7760,0,0,1,dos
192.168.1.30,192.168.1.1,53,udp,dns,0.003312,44,44,SF,0,2,100,2,100,1,dos
192.168.1.30,192.168.1.1,53,udp,dns,0.002337,44,44,SF,0,2,100,2,100,1,dos
192.168.1.30,192.168.1.1,53,udp,dns,0.002337,44,44,SF,0,2,100,2,100,1,dos
192.168.1.30,192.168.1.1,53,udp,dns,0.021181,52,52,SF,0,2,108,2,108,1,dos
192.168.1.30,192.168.1.1,53,udp,dns,0.021181,52,52,SF,0,2,108,2,108,1,dos
192.168.1.30,192.168.1.1,53,udp,dns,6e-06,42,206,SF,0,1,70,1,234,1,dos
192.168.1.30,192.168.1.1,53,udp,dns,1.2e-05,52,52,SF,0,2,108,2,108,1,dos
192.168.1.30,192.168.1.1,53,udp,dns,1.2e-05,52,52,SF,0,2,108,2,108,1,dos
192.168.1.30,192.168.1.1,53,udp,dns,0.007669,84,424,SF,0,2,140,2,480,1,dos
192.168.1.30,101.119.11.11,80,tcp,http,294.200964,2304,3072,SF,288,46,4416,38,5056,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,1e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,2e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,3e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,7e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,1.1e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,1.3e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,1.4e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,1.5e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,1.6e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,1.7e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,1.9e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,3.9e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,4.2e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,4.6e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,5.6e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,0.000128,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,0.000157,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,0.000158,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,0.000184,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,0.000185,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,0.000188,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,0.000196,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,0.000236,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,0.000271,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,0.000391,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,0.000464,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,0.000512,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,0.000517,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,0.000589,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,0.002233,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.190,77,tcp,-,0.013714,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,1e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,2e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,3e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,4e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,8e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,9e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,1e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,1.4e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,1.5e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,1.6e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,1.7e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,1.8e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,3.2e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,4.4e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.00012,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.000194,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.000208,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.000265,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.000295,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.000313,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.000348,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.000384,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.000431,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.000438,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.000478,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.000529,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.000545,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.000658,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.000691,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.000697,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.000781,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.001116,0,0,REJ,0,6,240,6,240,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.00141,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.001619,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.001674,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.018923,0,0,REJ,0,4,160,4,160,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.042298,0,0,REJ,0,5,200,5,200,1,dos
192.168.1.30,192.168.1.193,77,tcp,-,0.044548,0,0,REJ,0,8,320,8,320,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,1e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,2e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,3e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,1e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,1.1e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,1.2e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,1.3e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,1.4e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,1.5e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,1.6e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,1.7e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,1.8e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,1.9e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,2e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,2.5e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,3.6e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,5.4e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,0.00017,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,0.000307,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,0.010428,0,0,REJ,0,2,80,2,80,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,1e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,2e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,3e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,5e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,9e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,1e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,1.1e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,1.2e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,1.3e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,1.4e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,1.5e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,1.6e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,1.7e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,1.8e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,1.9e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,2e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,4.6e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,0.000138,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,0.000146,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,0.000147,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,0.000148,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,0.000155,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,0.000162,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,0.00019,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,0.00025,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,0.000265,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,0.00029,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,0.000392,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,0.000542,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.184,77,tcp,-,0.006232,0,0,REJ,0,4,160,4,160,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,2e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,3e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,8e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.194,77,tcp,-,1.6e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.195,77,tcp,-,0.343781,0,0,S0,0,100,4000,0,0,1,dos
192.168.1.30,192.168.1.1,53,udp,dns,1.2e-05,37,53,SF,0,1,65,1,81,1,dos
192.168.1.30,192.168.1.1,53,udp,dns,2e-06,35,67,SF,0,1,63,1,95,1,dos
192.168.1.30,192.168.1.1,53,udp,dns,0.012471,35,67,SF,0,1,63,1,95,1,dos
192.168.1.30,176.28.50.165,77,tcp,-,5e-06,0,0,REJ,0,2,80,2,80,1,dos
192.168.1.30,176.28.50.165,77,tcp,-,0.001352,0,0,REJ,0,2,80,1,40,1,dos
192.168.1.30,176.28.50.165,77,tcp,-,0.001465,0,0,REJ,0,2,80,1,40,1,dos
192.168.1.30,176.28.50.165,77,tcp,-,0.001854,0,0,REJ,0,2,80,1,40,1,dos
192.168.1.30,176.28.50.165,77,tcp,-,0.002709,0,0,REJ,0,2,80,1,40,1,dos
192.168.1.30,176.28.50.165,77,tcp,-,0.003145,0,0,REJ,0,2,80,1,40,1,dos
192.168.1.30,176.28.50.165,77,tcp,-,0.004791,0,0,REJ,0,4,160,1,40,1,dos
192.168.1.30,176.28.50.165,77,tcp,-,0.009726,0,0,REJ,0,6,240,1,40,1,dos
192.168.1.30,176.28.50.165,77,tcp,-,0.016734,0,0,REJ,0,4,160,1,40,1,dos
192.168.1.30,176.28.50.165,77,tcp,-,0.317785,0,0,REJ,0,174,6960,1,40,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,1e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,2e-06,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,1e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,1.1e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,1.2e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,1.4e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,1.5e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,1.6e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,1.8e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,1.9e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,3e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,4.3e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,5.3e-05,0,0,REJ,0,7,280,7,280,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,7.4e-05,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,0.000107,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,0.000154,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,0.000197,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,0.003041,0,0,REJ,0,1,40,1,40,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,0.003306,0,0,REJ,0,2,80,1,40,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,0.010785,0,0,REJ,0,4,160,4,160,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,0.012439,0,0,REJ,0,6,240,6,240,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,0.012618,0,0,REJ,0,4,160,4,160,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,0.012671,0,0,REJ,0,4,160,4,160,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,0.022029,0,0,REJ,0,11,440,11,440,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,0.02255,0,0,REJ,0,3,120,3,120,1,dos
192.168.1.30,192.168.1.152,77,tcp,-,0.023083,0,0,REJ,0,7,280,7,280,1,dos
192.168.1.31,192.168.1.1,53,udp,dns,0.007742,37,53,SF,0,1,65,1,81,1,dos
192.168.1.31,192.168.1.1,53,udp,dns,4.4e-05,37,53,SF,0,1,65,1,81,1,dos
192.168.1.31,192.168.1.1,53,udp,dns,0.003178,35,67,SF,0,1,63,1,95,1,dos
192.168.1.39,18.195.161.8,76,tcp,-,0.507349,0,0,S0,0,198,7920,0,0,1,dos
192.168.1.39,192.168.1.190,76,tcp,-,0.581259,0,0,S0,0,95,3800,0,0,1,dos
192.168.1.39,192.168.1.193,76,tcp,-,0.57673,0,0,S0,0,100,4000,0,0,1,dos
192.168.1.39,192.168.1.194,76,tcp,-,0.566867,0,0,S0,0,100,4000,0,0,1,dos
192.168.1.39,192.168.1.184,76,tcp,-,0.389731,0,0,S0,0,100,4000,0,0,1,dos
